,session_order,APOE_rs429358,APOE_rs7412,APOE_haplotype,PICALM_rs3851179,age,sex,education,learning_deficits,BMI,allergies,drugs,ibuprofen_intake,thyroid_diseases,hypertension,diabetes,other_diseases,smoking_status,coffee_status,dementia_history_parents,BDI,SES,RPM,EHI,NEO_NEU,NEO_EXT,NEO_OPE,NEO_AGR,NEO_CON,AUDIT,MINI-COPE_1,MINI-COPE_2,MINI-COPE_3,MINI-COPE_4,MINI-COPE_5,MINI-COPE_6,MINI-COPE_7,MINI-COPE_8,MINI-COPE_9,MINI-COPE_10,MINI-COPE_11,MINI-COPE_12,MINI-COPE_13,MINI-COPE_14,CVLT_1,CVLT_2,CVLT_3,CVLT_4,CVLT_5,CVLT_6,CVLT_7,CVLT_8,CVLT_9,CVLT_10,CVLT_11,CVLT_12,CVLT_13,leukocytes,erythrocytes,hemoglobin,hematocrit,MCV,MCH,MCHC,RDW-CV,platelets,PDW,MPV,P-LCR,neutrophils,lymphocytes,monocytes,eosinophils,basophils,neutrophils_%,lymphocytes_%,monocytes_%,eosinophils_%,basophils_%,total_cholesterol,cholesterol_HDL,non-HDL_cholesterol,LDL_cholesterol,triglycerides,HSV_r
NEO_OPE,0.08561726764904977,-0.1512096098253408,0.018690747116091266,,-0.03211008879629502,0.20589652337126932,0.026965576573925745,-0.17120051237394854,0.0019047810464465611,-0.04550174827391915,-0.005545136185476724,0.007873832861992905,-0.11154722226127751,-0.020495907986181807,0.13771199800613057,-0.10267109032263834,-0.05011296238227132,0.08674084337229004,0.05710465579668327,-0.09420883124179698,-0.027350406560059992,0.16151414037233416,0.021806728004605,0.03198927593485893,-0.053661366957178255,0.12117822869150228,1.0,0.026035608503442997,0.047020600704583644,-0.09421600477196496,0.16344618329450347,0.2528413699681805,0.108545515737757,0.07422760161155961,0.07071754420825506,-0.22692785488751488,0.07896263552528152,-0.017321167672421884,0.22255514985079594,0.05888008671628335,0.13756361551308666,0.12592110491781985,-0.131848185179818,-0.03923717617746545,-0.03584266608736185,-0.016860550599844315,0.047915361437302385,-0.020569963972161993,-0.018665198645294593,-0.09549820874785676,-0.04074498566336184,-0.05247430413171978,0.09937986189708196,0.0710517298472309,0.06047514371132726,0.10630442464312138,0.01132219801344596,-0.04427542974065387,0.10224753579593822,0.04438754645493151,0.05362427534271536,-0.0774884860077201,-0.039392437294483454,-0.00735881119471401,0.07634245449353144,-0.11128671985706624,0.15922480245942391,0.19008148126757662,0.188877389758876,-0.05360908458732379,-0.019294187059696242,-0.09055712227979519,0.073180610309034,-0.026842944865347763,-0.09181273911291707,0.09529970431320434,-0.07854020201600664,0.08003483557021944,-0.003348574373746737,0.10303307389897196,0.04173413838717575,0.0942986519474117,0.0968828836425023,0.01249457593561464,0.1066549730514813
NEO_AGR,0.018083099165284406,0.0801647729719667,-0.00881802224473356,,-0.05893681428829887,-0.044006998461532124,0.17118074460979238,0.24211376687854502,0.0484407146393388,-0.2114722826321696,0.086043658139757,-0.052193586208555756,0.09224689338725477,-0.13090513752256697,-0.19145363139262805,-0.11881124708693643,-0.09216621988511428,-0.15403842628549227,0.2347404036681708,0.07050130575450116,-0.23643532300991213,0.2855127527762574,0.177246819364052,0.06454124478402291,-0.23199527840315745,0.32499803110335945,0.026035608503442997,1.0,0.31988309029648687,-0.06760684819729428,0.31965761040645047,0.38904813486659,-0.014876530611416356,0.013540310768062776,-0.34909269953183686,0.17835280306901374,0.17113481556777493,0.23696177299480892,-0.10007249223626064,-0.2445572461950198,-0.18922491817588935,0.022516901920327133,-0.3984579450753871,-0.1371785524455279,0.2065544315665769,0.1540143394674563,0.14322758818695636,0.0637673161144731,0.30168825822139034,0.23764603510309354,0.3721399755017458,0.2438608459924217,-0.26595591804048907,-0.002883637824799913,-0.04689588426156726,0.10086765807418635,-0.1371717197449547,-0.09872510519731101,-0.1891604888934366,-0.18463052689610096,-0.14750738524719037,0.15745140030556903,0.02094791282024685,-0.16455428286196422,0.024080612535767803,0.1838416112232076,-0.03769547917269751,0.045429310346207515,0.04174527867813259,0.031028251001417862,-0.2716347368802171,-0.03218696370122494,0.047447983766716426,-0.017670925544645288,0.25387438204203805,-0.3183397107371398,0.09154480819410421,0.09965140243749221,0.03674228560318639,0.22169787027352214,0.24544188347274173,0.131564841849895,0.2207857698296067,-0.2352092158417574,-0.006603320011579366
NEO_CON,-0.05050356690370785,0.0376627352339483,0.014356412254203133,,0.22723941392662594,0.00294224663506073,0.17251289282510332,0.16852186443378028,0.16786999879942113,-0.026715010038213763,0.061011453267930074,0.15333084747381784,-0.09340367510008395,0.043376866691466426,0.04001333275194549,-0.0020806394571308796,0.04206273992554991,0.025177638529021537,-0.07188309171264248,-0.0928156287281385,-0.29931693800143844,0.3585736466643744,0.059502898673883954,-0.04745224154611639,-0.4545374657563054,0.29335511629624234,0.047020600704583644,0.31988309029648687,1.0,-0.17748114238708912,0.5180888742836087,0.42100136423360646,0.09512225394740717,-0.06720743847859739,-0.2509629333746898,0.08067024646797182,0.22259193594678628,0.2240811399410829,-0.11402633984517047,-0.19158417182362367,-0.13414062354233827,-0.1610006118886908,-0.5599837182959851,-0.37451737617242353,0.1408060243449477,0.11546667511599855,-0.0021186199154826146,-0.011035432816007149,0.17163450876149422,0.10950332121524271,0.11457477443538117,0.03685377133075173,-0.0425278283063124,-0.03655456846175922,0.10559761102402619,-0.004966107559193478,-0.09649776265601703,-0.05160877570441946,0.09165974125641355,0.03156718261450322,0.0406673992907884,-0.0933946072213067,-0.13578311221732517,-0.03822440947976941,0.05729940499860947,-0.010068195764683149,0.03269326214138913,0.04245990640099536,0.03562769794477833,-0.029549086841406256,-0.029134321820061454,-0.14405587201305362,-0.07959997650074717,0.004908084031556844,0.06428011579571252,-0.005981382035644127,-0.17484962558931988,-0.0640250741594744,0.022204722352310788,0.01429000039837932,0.14557143578551102,-0.0509915489553821,-0.005360386370644819,-0.14553245402802562,0.16475258329243714
AUDIT,-0.00029712570834715006,0.024530297142746193,0.16143679356640805,,-0.10860742246406724,-0.05949814315390339,-0.2725771404687183,0.07354020382296116,0.05007926333142567,0.024732218466094937,0.11461313706550022,0.017426559180014116,0.044377698630603445,-0.1982364147305424,0.0260402649597939,-0.08226078653065377,-0.06791947371420275,0.3002818137325781,-0.08952890682097275,0.037699690351477924,0.2917459559212087,-0.1370137461263554,0.042696250310547135,0.04487952010617393,0.13364525165869914,0.0006080266544324193,-0.09421600477196496,-0.06760684819729428,-0.17748114238708912,1.0,-0.2849291421746837,0.04915244463568729,0.14535695701553814,0.03672176593301716,0.10255034457679889,0.012820331523635858,-0.1511198903633948,-0.09414278318299422,-0.08678499080574134,0.005887764420513294,-0.05153671037690755,0.45983730767605746,0.07090872619837525,0.11341607616970197,-0.07641158674185831,0.002919202581243136,-0.15473119627727516,-0.13017245695409532,-0.1259325364720547,-0.11503340101349312,-0.08670317066145673,-0.09560793340384661,-0.08375815732529171,-0.05933557204488403,0.07413962259177394,0.015602265343016623,0.04736138570895044,-0.08876308268180581,-0.062882370282863,0.06322375214694079,0.014923695070334557,0.0830341970088392,0.17378065337341453,0.21270189424293962,-0.04568980017163,0.026607857638058598,-0.11564687332767286,-0.15995026811166585,-0.15723015086064046,-0.03779651979113766,-0.1224753613109211,-0.026320117093141613,-0.061520496226394474,-0.13234295428300577,0.03482276644509145,-0.04837551935121482,0.08214343646559127,-0.027070820049648506,-0.11015925385976413,-0.08147140021060205,-0.06086071054749808,-0.06179497602097953,-0.09394083696576386,0.08167375051427779,-0.1113862525421432
MINI-COPE_1,0.006664758021617435,0.09811551784267869,0.023724250234652113,,-0.034560176948558834,0.017705847937293354,0.09252420041184492,0.13716778808180558,-0.10792220787638462,-0.192802274958259,0.1830580267188555,-0.09993755853278158,-0.0019770208528876844,-0.10795776238065473,-0.04352443002016009,-0.07908083411550695,-0.028801595810447014,-0.11260675984973158,0.12215215410265048,-0.05242301707839694,-0.22509960551564673,0.21375093199877115,-0.19672451029011795,-0.09576701593082677,-0.2738311882941785,0.23998335215369532,0.16344618329450347,0.31965761040645047,0.5180888742836087,-0.2849291421746837,1.0,0.549742061501167,0.28292788186095147,0.22334575110584115,-0.06541592159939312,-0.038514135132956616,0.21368358094049356,0.22137584253394704,-0.19863634374772887,-0.12155586807229155,-0.10419850140649331,-0.057730428477286606,-0.2931380748353848,-0.018602979862758932,0.02023574770312441,0.10236277148131874,-0.09862474731179303,0.028319841809611,0.08248308143115105,0.006066470965470023,0.033706653265714114,0.04817907200551139,-0.12452508188016914,-0.00163379791475877,0.07964327556889067,-0.03081425681768638,-0.0015220536439569318,-0.08214149980494324,-0.003218219148144555,-0.018657315165355966,-0.017058191266579537,-0.013068468607825953,-0.045227193707813834,-0.03476353015845213,0.03927952548251376,-0.20005881502227857,0.29856299846316076,0.3231274141623761,0.3112634415678453,0.07517726883481664,-0.26923906221593,-0.08393838536484413,-0.0723130779292177,-0.12307738473993526,0.29395905852582793,-0.27883269213800993,-0.0592225818472442,-0.05892394593519393,-0.09875411281238615,0.004694467153395661,0.050156668542054375,-0.017640662475675147,0.020137883402274504,-0.11516662626917203,0.1751781884501443
MINI-COPE_2,0.09808031833742632,0.07696406658737623,0.13878014830546256,,0.06491103273213769,0.058812297752562935,0.2116119339582279,0.26925052686032297,0.14592821923564508,-0.15264212240108366,0.06832798982478791,-0.008437799265842613,0.10061560752146038,-0.10892923210330473,-0.07166576042283354,-0.06476406920921582,-0.10407559248487515,-0.06876512362313757,0.1092103004070304,-0.02447404510123838,-0.1394717610674615,0.19195215095430218,0.087209698838448,0.014473839150473245,-0.24871923512374225,0.2004794270213045,0.2528413699681805,0.38904813486659,0.42100136423360646,0.04915244463568729,0.549742061501167,1.0,0.27290930186114293,0.24942541638165272,-0.046034460527771916,0.19367637635701318,0.07002820559064878,0.19196111787803727,-0.03488797972083451,-0.2741393016770519,-0.0763924476445896,0.1374054180302818,-0.36080534488227706,-0.0014976366152021257,0.1568401036870864,0.2127847127614231,0.05675846581550228,0.1805342861669958,0.20107129663348125,0.14464382897897737,0.14779625881358963,0.09293187498962042,-0.13015589869960137,-0.11659539682838223,-0.09385104268847247,0.2231661601769013,-0.17898273373027918,-0.09531982186297591,-0.054504479113713436,-0.022887255643152356,-0.0145284603477345,0.09402818348302679,0.065072407177432,-0.03373692161322175,-0.0021982018951826384,-0.05894275439138389,0.1932185716398086,0.17924948871381255,0.16819876382889848,-0.022468256171671013,-0.16803558946822725,-0.06665199594598023,-0.06817068697943225,0.05427534342329656,0.1022572850481738,-0.10990435604593017,0.012416353245467533,-0.027584566249186482,0.10437073637036526,0.1682079210426956,0.19457253039904848,0.09661816479947945,0.1701629527091847,-0.19648154152972716,0.15993186530375408
MINI-COPE_3,0.09341178604894133,-0.03273924771074544,0.1205817025496679,,0.0937887703368662,0.023540211172858618,-0.09585676621731211,-0.023202463066239052,-0.010204251052155836,-0.03988237439288774,0.12149707411335099,-0.11884786518500644,-0.09703058877043609,-0.09430579312376132,-0.17642634975883126,-0.1695680192104706,-0.04066713259249656,0.009402560375468737,-0.2757722968541803,-0.2685779376082883,-0.057518874765779875,0.08949217069182401,-0.09397529262616504,-0.00591970516459246,-0.2115405473617419,0.168606501740256,0.108545515737757,-0.014876530611416356,0.09512225394740717,0.14535695701553814,0.28292788186095147,0.27290930186114293,1.0,0.42362503428012943,0.35897232492946846,0.13270641345672826,0.2524657562366053,0.2495778979667754,0.11588068051952813,-0.19119755941999084,0.025735674443548785,0.16221092756149072,-0.0952102899347176,-0.03954577995134605,-0.19346578407062553,-0.10153788751002712,-0.2321588890423022,-0.11780354456083206,-0.057933328461602415,-0.03107302571782032,-0.081500271526724,-0.04911422059115578,0.1023927132525514,0.0796643534294997,0.12966130075329294,0.13598227234638544,0.07147337803761644,-0.003184237605631501,0.22027011103328822,0.1585472621790429,0.1761836172092583,-0.1296566737952608,-0.14145532620230597,-0.0004209717016053253,-0.03867808007991753,-0.14206148107520075,0.1749392947608862,0.11636172940308351,0.11346123016738342,0.11061629474522641,-0.23658867322801866,0.08764801361049888,0.08331011814947557,0.24956610168804494,0.21153184129018343,-0.2719032116955869,0.054111468418150475,0.07529098335446796,0.2694029916626144,0.003151959213873035,-0.15484082504269994,0.07446447834926659,0.062921995614358,0.050654741567049286,0.09623716923276308
MINI-COPE_4,0.33191031212812655,0.07186171159281607,0.16521408988689412,,-0.16056653563185333,0.060446073144602486,-0.002475901584212137,0.03131623463704988,-0.20851371998851456,-0.0026207788163341793,0.11915017051375161,0.06287342818462922,-0.09202181844803116,0.04451131202747734,-0.04046245735838595,-0.20894723132754267,0.005061890163994497,0.01116728123387764,-0.01147164435450309,-0.18584721876444169,-0.07836561586681255,0.0915329539093051,-0.1878473869728425,-0.045457475305248754,-0.271341258835386,0.05749636129972507,0.07422760161155961,0.013540310768062776,-0.06720743847859739,0.03672176593301716,0.22334575110584115,0.24942541638165272,0.42362503428012943,1.0,0.28090679613133296,0.09052002442530388,0.17368067398836992,0.0896291206251979,0.06833262049821225,-0.14892339027245854,-0.06724148896345358,0.12158494582854637,0.08723701306918412,-0.07374113246636636,0.09994024445594035,-0.039523613712079894,0.06021040086916877,0.0076466301528066985,0.15986470125699598,0.08302657687780746,0.11294070318923835,0.09848887872006357,-0.015844809765481055,-0.19843445630777815,-0.1551229444757497,0.2626793139123589,-0.08610683869390892,0.0350392395217216,0.10544446873325594,0.1592577219519213,0.14508973051190965,0.036322127528945494,0.1317112306365774,0.11123568269841996,-0.13554221773533978,-0.23443926941336726,0.1719978865031868,0.17186140522824542,0.17125736128843702,0.19684228640400875,-0.2589159314944109,0.15775036904659792,-0.009140503700193368,0.08577193821963067,0.29470424754163854,-0.3539354904870413,0.18383349767914126,-0.029458874243857902,0.04784962108061799,0.09636059898042908,-0.10470518915816908,0.1544461836277674,0.13738541808734225,0.08468529038970582,0.0924101020852489
MINI-COPE_5,0.1204424769698355,-0.0989427195586064,0.006891436714692546,,0.12447124484302924,0.07787880960521863,-0.2395525765962326,-0.06543260372059424,-0.08897852269028855,0.25586102176807507,-0.06313610338729037,-0.13407925640510507,0.06216650203045562,-0.0767255439620582,0.05842236296229977,-0.08154866779052844,-0.015912328476750365,0.02708306622389314,-0.059653882153964194,-0.12988658811092443,-0.04741328200410136,-0.052687596026937816,-0.10549456399851602,-0.17829366657155205,-0.04131779948304934,0.08891043444828153,0.07071754420825506,-0.34909269953183686,-0.2509629333746898,0.10255034457679889,-0.06541592159939312,-0.046034460527771916,0.35897232492946846,0.28090679613133296,1.0,-0.03536603756147786,0.037671900415467675,0.058043923727710944,0.08538933151465693,0.14535708221113589,0.15642072633757562,-0.00976504606461108,0.29005632495750744,0.0375560797495352,-0.31985690656976645,-0.23008185142997684,-0.26608010091245926,-0.16266830865060583,-0.27152515463198257,-0.20804803728589877,-0.2811861825379506,-0.17758503780926102,0.17115657452996672,0.06659856022053784,0.15763057158933308,0.03673371096061859,0.213226052095045,0.14696717188908306,0.26696934637149344,0.22044154947519085,0.17618480785829949,-0.24056454245422737,-0.07260780015088014,0.17845157925048563,0.11833609238806388,-0.23545262573332165,0.11679402797415227,0.07791409681747716,0.07242646426589372,0.16348347358112497,0.020590862013564155,0.16710417262074936,0.10507199532413398,0.22142877055736448,0.017905212394284293,-0.044907701794099725,0.010739263679705199,0.053672290587167146,0.1562025567796856,-0.19307170070363958,-0.41573848794061985,-0.02269694047031924,-0.08093093522559694,0.16747478565867077,-0.07702641318612538
MINI-COPE_6,0.07323959129001857,-0.10606620098741053,0.15565029065104535,,0.28667553912086047,0.08484909753582473,0.01762392494621098,0.2916805293495691,0.12066990179912095,0.04684002796677527,0.17334989603547857,-0.0010437683622419075,-0.027944568113208574,0.1759258070605215,-0.1973975965656505,0.1556502906510454,0.15693434417713942,0.02451989430087961,-0.02341642706361675,0.01917401406814447,0.08436180780998724,0.032170330233751605,0.00015022412397686658,0.16771531949265095,0.11046660616449888,-0.043795712675013566,-0.22692785488751488,0.17835280306901374,0.08067024646797182,0.012820331523635858,-0.038514135132956616,0.19367637635701318,0.13270641345672826,0.09052002442530388,-0.03536603756147786,1.0,-0.0070584095557450835,0.01615901988030893,-0.024196904435094934,-0.13723784945548043,0.017499740344667915,0.007061661614785035,0.14078345328202055,0.12072769137282031,0.10077378244006958,0.01769052320353155,0.09240981663610971,0.23581051771096811,0.22867949221785372,0.1996299566923641,0.18839615111214342,0.17407943330113987,-0.04092649332863116,-0.08580254708198817,-0.11427404024958783,0.2007390670273349,-0.12000797798640916,-0.022314689566783272,-0.020903287428112306,0.004025508150861956,0.04054671071354063,0.10068813562884654,0.04404724550325258,-0.06743677871435037,-0.003551328235791731,0.004709744031496551,-0.058362629037603156,-0.05140465487507215,-0.045743279386666405,-0.07447685709810226,0.009220620921076972,0.15543540296234562,0.09121968251544794,0.061343465485484854,-0.057623857795915764,-0.019740860674667716,0.1734456139202449,0.11018775664662876,0.09181661842606717,0.2767587983120365,0.17436571974222437,0.2257946152658091,0.3096965464188693,-0.19859757707228692,-0.06428620531264995
MINI-COPE_7,0.23888512935994363,0.09681689525782233,0.042072700983633644,,-0.06825939377889637,0.030975635956691203,0.1398332551937804,-0.022134550207232886,-0.1736647724117136,0.027033740094586353,-0.04299341284634842,0.03305447481482691,-0.06643083356576053,0.16709413983814475,-0.074981453401548,-0.10900654345759644,0.1563789551339728,0.008633312130904071,0.018250387974055572,0.02825540826436262,-0.29733862212852114,0.2487427149195616,-0.01312182561387392,0.11318447523917109,-0.2695655336977759,0.16868219562561743,0.07896263552528152,0.17113481556777493,0.22259193594678628,-0.1511198903633948,0.21368358094049356,0.07002820559064878,0.2524657562366053,0.17368067398836992,0.037671900415467675,-0.0070584095557450835,1.0,0.5973219697676896,0.22761810898775087,0.024070888137282396,0.18612043998220149,-0.14234930873830212,-0.1765878860761564,-0.2436071762804783,0.09792319354993842,-0.06816057312346112,0.0046090054313454145,0.041800205317349653,0.14384698855300848,0.08590448982817232,0.1286117850704156,0.06932024067906767,-0.06131557830379197,0.036959888923326696,0.10212364991970796,0.21397277623586955,-0.009952204272016091,-0.08420500194004939,0.01525940415146538,-0.02000606626753194,-0.038848509499817184,-0.056929614387977785,-0.08293557398495352,0.01423239408814523,-0.028135652089586512,-0.006837605257944541,-0.23485395033230938,-0.21447632333308708,-0.20610964370563736,0.08083076390856868,-0.2615068177454007,-0.23157492355343484,0.06797335051209273,0.042754277717651376,0.28873914267754486,-0.2823843565813585,-0.19683591170837803,0.10857227405133146,0.08887292478844448,-0.07735206924106162,-0.12052191162088577,-0.029914130164389742,-0.04850785599635261,0.0484852785054239,-2.8033341091306324e-17
MINI-COPE_8,-0.05710650894149918,0.13548469333561156,0.07816199541352628,,0.018449487355982258,0.03885929796913176,0.17674553996785394,-0.10087308577701139,-0.028994056475739056,-0.05096995114416092,0.13227186181586567,-0.029184892678548156,-0.01996529230671601,0.15057809432235708,-0.20444575311449917,-0.09628651608912667,0.0236496811253584,-0.13980722677726964,-0.02139410108597453,0.09389075125230381,-0.29710817067355194,0.104147644922487,0.04641845804560577,0.12968239098377174,-0.14298580186912502,0.23606192674988613,-0.017321167672421884,0.23696177299480892,0.2240811399410829,-0.09414278318299422,0.22137584253394704,0.19196111787803727,0.2495778979667754,0.0896291206251979,0.058043923727710944,0.01615901988030893,0.5973219697676896,1.0,0.07669947634186046,0.033328251473950764,0.058082305998273576,-0.19054353077561728,-0.16393590276260805,-0.18822437435620856,0.21213311071601576,0.11409480562374123,0.15033883294545558,0.14902349497927705,0.24987474284755504,0.2108875161674696,0.24365873870231855,0.20968474169077528,-0.09234330627960406,-0.08557509734164247,-0.06691690319818483,0.15646718295608475,-0.09118717545089199,-0.25487463865742765,0.0498655150522971,0.035869471824673586,0.016994424656223545,-0.03906850563689393,-0.007643605088096269,0.0768109060336534,-0.13250681098424932,-0.1426704444788468,-0.10166744493318867,-0.09553700932552274,-0.09841856335017038,-0.17615646001564314,-0.274939421230203,-0.2122348152483678,-0.009599022110876708,0.10864751494396095,0.09380183371091821,-0.1264664904609624,-0.007577918606077866,0.08063155815837916,0.23225834929227393,-0.10100008496943626,0.05234443727776115,-0.13556792398166778,-0.09069314859378554,-0.16289820455099302,-0.01959905404182016
MINI-COPE_9,-0.007802138359184262,-0.04940809624606414,-0.030130871412286903,,0.057525284535965976,0.22239947084909867,0.17743988055217888,-0.07620758709782749,-0.09319223418156761,-0.049460002927956014,-0.17546714052788548,0.21378595592252334,-0.13317845164230813,0.14533972482746976,0.08108987887490998,-0.1217287205056391,0.08028391088997276,-0.025522418529527812,-0.051494591229667576,-0.010994610675025444,0.071766022559839,0.0700508872607877,-0.15784822402140283,0.0438283875211932,0.09817287001537696,0.14597357633713454,0.22255514985079594,-0.10007249223626064,-0.11402633984517047,-0.08678499080574134,-0.19863634374772887,-0.03488797972083451,0.11588068051952813,0.06833262049821225,0.08538933151465693,-0.024196904435094934,0.22761810898775087,0.07669947634186046,1.0,0.09526338224468539,0.2885557700290846,0.0843588529904559,0.05632993470859238,0.042532801961802896,-0.014397282847443153,-0.04523065590663072,-0.01476105209310304,0.052144729859966675,-0.10234946406954357,-0.12594351790399408,-0.10974102726943417,-0.1339227746251744,0.054354414136573354,-0.00807638208305993,0.03013087141228699,0.06181762900708443,0.07955387962955054,-0.13956883950128685,0.026006656645650293,0.09626021135686248,0.0711710066760082,0.1166144969755755,0.14003125406606617,0.11144165213585187,-0.18254105981436206,-0.06154080060846636,-0.19715136815529247,-0.2042532047766917,-0.1967950769135265,-0.15198468235537538,-0.08348452859623556,-0.09332280674197306,0.08281650183120233,0.01844609994973716,-0.1161679654351865,0.06665733878185295,0.07371828119223418,0.11385391698858374,0.14253846809586007,0.16310721330467703,0.11473110060838232,0.12763289471016315,0.18532910431940658,-0.1433464474242497,-0.06188550649238204
MINI-COPE_10,-0.0324455040048708,-0.06720364271425082,-0.08332983421161133,,-0.2130925540784016,-0.053297804452755816,0.09582746083763172,-0.07204480179387873,-0.10286671006536155,-0.04481100992085704,-0.015321269563120299,0.0635382961920761,-0.17575950213738648,0.10569523352877681,0.24314889924287092,-0.08332983421161133,0.17914557887166907,0.27756111031469943,0.049923728594461994,0.07035360287784567,0.2930222295444826,-0.32832554695702526,-0.24853000092561747,-0.04057117583778374,0.39866159932036627,-0.050273667631937094,0.05888008671628335,-0.2445572461950198,-0.19158417182362367,0.005887764420513294,-0.12155586807229155,-0.2741393016770519,-0.19119755941999084,-0.14892339027245854,0.14535708221113589,-0.13723784945548043,0.024070888137282396,0.033328251473950764,0.09526338224468539,1.0,0.08550151498996247,-0.22014246636450208,0.33408211376505403,0.27654674034193455,0.0800727744837859,0.023755079562050495,0.03665956570121183,0.08891097871496179,0.054175665220094545,-0.01786749597908051,-0.036923029101606164,-0.03216470843192242,0.12424334324964677,-0.027061432209432867,0.10630718237271479,-0.09343857453966589,0.02909977695268094,-0.13028020065551757,-0.09622635672953588,-0.11234099581129883,-0.0856205943899283,0.022556256341550146,-0.0222674547423081,-0.12712807038940624,0.209808838800938,-0.016292391613608796,-0.10893527370980699,-0.1403522382155729,-0.1374921447075615,-0.1273227886922141,-0.06420147219047266,-0.139424593742043,-0.04993991455951998,-0.05362980933081393,-0.02889465859271102,0.04399742121452148,-0.0525408347160323,0.0034020241872721613,0.014685173217585631,0.07053709643667544,-0.03397622661409755,0.09322641811742138,0.04545133556213724,0.1608705102288733,-0.14055332235235754
MINI-COPE_11,0.10789902581441238,-0.056531430804248994,0.045603129069007244,,0.13359101762985354,0.056301318474488396,0.12210247672616135,-0.007192457079643602,-0.010559244437500606,-0.01841990689533503,0.05647778241260253,-0.1651363174259387,-0.0834939642513441,0.1297925351514737,-0.137832987154601,0.04560312906900723,0.09566812398188947,-0.06137776008858512,-0.2469834414379732,0.14221625038005303,-0.07744369940844562,0.09006502372202833,-0.06773653966773244,-0.02379784423339053,0.06485411491343089,0.2529789417223951,0.13756361551308666,-0.18922491817588935,-0.13414062354233827,-0.05153671037690755,-0.10419850140649331,-0.0763924476445896,0.025735674443548785,-0.06724148896345358,0.15642072633757562,0.017499740344667915,0.18612043998220149,0.058082305998273576,0.2885557700290846,0.08550151498996247,1.0,0.15026406677294882,0.1476879002982224,0.06741362666674817,0.014239630825796231,-0.06562409869068275,0.09816935978240397,-0.09540169270195832,-0.024492400700353415,-0.02193318426278763,-0.04976383954411917,-0.03368095102580314,-0.054888114939605936,0.009236553557353974,0.08323445832903009,0.12171472248312207,0.07496339940623153,0.05172599243128053,0.18634276898417973,0.1330254579758428,0.17031655726776887,-0.07966332918016931,-0.10938645036008307,-0.020954956826261934,0.015849620386422254,-0.045617258535021604,0.01843759406119687,-0.013644346922904019,-0.010055531843864547,0.029580921904643873,0.05419953752888922,0.008194484628697927,0.04239142712029625,0.18496153242176727,-0.041710111436706006,0.04405959209681984,-0.04244967903681878,-0.0008254859677613164,0.1816327362185049,0.25866618955035053,0.06578223482007749,0.2555853721616361,0.290520360528269,-0.04696677170774507,0.08509988795743875
MINI-COPE_12,-0.03482109744581223,-0.028255651695565185,0.2553942919172067,,-0.03484030209069695,0.05285168517969403,-0.06846807339122725,0.07317931658415158,0.1653657416030148,-0.10825934034300545,0.003739022350684272,0.07890418362189965,0.019894967199695014,-0.15700815076886748,0.002471169755423473,-0.07002746713858891,-0.003419262122840127,0.0878047250605088,-0.16519446088068568,-0.008715982332885511,0.15531735968470875,-0.01284943151430208,-0.028364741779550555,0.11061915753106336,0.07015887046208524,0.05031703702356056,0.12592110491781985,0.022516901920327133,-0.1610006118886908,0.45983730767605746,-0.057730428477286606,0.1374054180302818,0.16221092756149072,0.12158494582854637,-0.00976504606461108,0.007061661614785035,-0.14234930873830212,-0.19054353077561728,0.0843588529904559,-0.22014246636450208,0.15026406677294882,1.0,0.016241758477479495,0.047676985370571176,-0.11703368404871756,-0.16270578817652548,-0.057580707601350964,-0.23212560506059662,-0.227995380953659,-0.09484695217021215,-0.0959705855553583,-0.08183714620615813,-0.15431486151312743,-0.14225319431236025,-0.10442007730610699,0.09247429435672079,0.07018796475650207,-0.2373345105146539,-0.07956379069555097,0.06403976759607305,0.008661429069929283,0.16179777088899785,0.20718117406083092,0.20769831070244577,-0.12567295228610897,-0.095376190303711,-0.03243021357642356,-0.02485572374200717,-0.021526786217586375,-0.12620671892164737,-0.3052330497540904,-0.12306237691272591,-0.06521632098505203,-0.12200867628710338,0.10545573433298212,-0.16857406697780203,0.1940265835145592,0.0073835977631303545,0.0391026977482089,-0.011250291269121105,0.09591770077201314,-0.0563495200086186,-0.042491253604805365,-0.05291740582075334,0.00202020202020204
